SKU,Produto,Qtd Vendida,Data,Bairro,Preço Unitário,Nome,Sobrenome,Gênero
HL4379,Camarão,15,2020-01-11,Carlito Pamplona,"R$ 28,00",Yasmim,Caldas,F
HL4379,Polvo,15,2020-01-12,Antônio Diogo,"R$ 55,00",Cícero,Júnior,M
HL4379,Carangueijo,25,2020-01-12,Mondubim,"R$ 45,00",Ives,Braga,F
HL8851,Carangueijo,20,2020-01-12,Parque Dois Irmãos,"R$ 45,00",André,Bernhardt,M
HL1918,Ostras,5,2020-01-12,Sapiranga,"R$ 70,00",Maria,Júnior,F
HL8851,Carangueijo,25,2020-01-12,Lagoa Redonda,"R$ 45,00",Rafaela,Nogueira,F
HL8851,Camarão,15,2020-01-12,Prefeito José Walter,"R$ 28,00",Lázaro,Figueiredo,M
HL4379,Camarão,5,2020-01-12,Vicente Pinzon,"R$ 28,00",Helena,Correa,F
HL1918,Mexilhões,10,2020-01-12,Prefeito José Walter,"R$ 20,00",Leticia,Firmino,F
HL4379,Peixes,15,2020-01-12,Dias Macedo,"R$ 15,00",Daniela,Alcoforado,F
HL8851,Camarão,5,2020-01-12,Farias Brito,"R$ 28,00",Aline,Ferrari,F
HL4379,Peixes,20,2020-01-12,Pedras,"R$ 15,00",Aline,Ronfini,F
HL2714,Ostras,25,2020-01-12,Bonsucesso,"R$ 70,00",Roger,Garcia,M
HL4379,Mexilhões,25,2020-01-12,Jardim Iracema,"R$ 20,00",Rafael,Araujo,M
HL1148,Peixes,15,2020-01-12,Parangaba,"R$ 15,00",Renan,Coelho,M
HL4379,Polvo,10,2020-01-12,Farias Brito,"R$ 55,00",Giuseppe,Capitulo,M
HL9962,Ostras,5,2020-01-12,Bom Jardim,"R$ 70,00",Bruna,Cormack,F
HL8851,Ostras,20,2020-01-12,Aerolândia,"R$ 70,00",Ingra,Rodrigues,F
HL9962,Ostras,20,2020-01-12,Vila Peri,"R$ 70,00",Ana,Fernandes,F
HL4379,Peixes,25,2020-01-12,Siqueira,"R$ 15,00",Matheus,Vasconcelos,M
HL8851,Carangueijo,15,2020-01-12,José de Alencar,"R$ 45,00",Karoline,Silva,F
HL1148,Carangueijo,10,2020-01-12,Papicu,"R$ 45,00",Glenda,Gomes,F
HL4379,Polvo,25,2020-01-12,Mondubim,"R$ 55,00",Ana,Gonçalves,F
HL9962,Peixes,25,2020-01-12,São Gerardo,"R$ 15,00",Matheus,Mesquita,M
HL1918,Peixes,20,2020-01-12,Prefeito José Walter,"R$ 15,00",Cassio,Candido,M
HL2714,Mexilhões,20,2020-01-13,Itaperi,"R$ 20,00",Daniela,Villanova,F
HL1918,Ostras,5,2020-01-13,Granja Portugal,"R$ 70,00",Gustavo,Gomes,M
HL1918,Camarão,10,2020-01-13,Parque Dois Irmãos,"R$ 28,00",Gabrielle,Rangel,F
HL2714,Ostras,25,2020-01-13,Rodolfo Teófilo,"R$ 70,00",Andreza,Silva,F
HL1918,Carangueijo,5,2020-01-13,Jóquei Clube,"R$ 45,00",Guilherme,Varella,M
HL2714,Carangueijo,20,2020-01-13,Jardim Guanabara,"R$ 45,00",Rafael,Procaci,M
HL4379,Ostras,15,2020-01-13,Paupina,"R$ 70,00",Rafael,Soares,M
HL1148,Camarão,5,2020-01-13,Vila Velha,"R$ 28,00",Rafael,Cavalcanti,M
HL2714,Ostras,5,2020-01-13,Aerolândia,"R$ 70,00",Pedro,Nascimento,M
HL4379,Camarão,15,2020-01-13,Parque Dois Irmãos,"R$ 60,00",Roberto,Vieira,M
HL2714,Camarão,15,2020-01-13,Conjunto Esperança,"R$ 28,00",Beatriz,Araujo,F
HL4379,Carangueijo,10,2020-01-13,Aerolândia,"R$ 45,00",Raíssa,Bhering,F
HL2714,Carangueijo,25,2020-01-13,Damas,"R$ 45,00",Gabriel,Paulo,M
HL4379,Peixes,15,2020-01-13,Centro,"R$ 15,00",Carolina,Filho,F
HL7348,Polvo,25,2020-01-13,Vicente Pinzon,"R$ 55,00",Mayara,Assis,F
HL2714,Polvo,10,2020-01-13,Mucuripe,"R$ 55,00",Luiz,Braga,M
HL1918,Peixes,20,2020-01-13,Siqueira,"R$ 15,00",Danilo,Campos,M
HL1148,Peixes,25,2020-01-13,Boa Vista,"R$ 15,00",Pedro,Verly,M
HL7348,Peixes,20,2020-01-13,Vila Velha,"R$ 15,00",Carolina,Assis,F
HL8851,Camarão,15,2020-01-13,Lagoa Redonda,"R$ 60,00",João,Correa,M
HL9962,Mexilhões,20,2020-01-13,Barra do Ceará,"R$ 20,00",Fabio,Junior,M
HL4379,Carangueijo,5,2020-01-13,Siqueira,"R$ 45,00",Jorge,Terra,M
HL1918,Peixes,10,2020-01-13,Pici,"R$ 15,00",Luis,Silva,F
HL4379,Camarão,5,2020-01-13,Engenheiro Luciano Cavalcante,"R$ 28,00",Maria,Ramos,F
HL2714,Carangueijo,15,2020-01-13,Vicente Pinzon,"R$ 45,00",Giselia,Reis,F
HL8851,Peixes,25,2020-01-13,Barroso,"R$ 15,00",Gustavo,Costa,M
HL8851,Carangueijo,25,2020-01-13,Henrique Jorge,"R$ 45,00",Amanda,Guedes,F
HL4379,Ostras,15,2020-01-13,Passaré,"R$ 70,00",Gustavo,Villanova,M
HL9962,Ostras,15,2020-01-13,Passaré,"R$ 70,00",Julia,Pedrosa,F
HL7348,Ostras,10,2020-01-13,Cocó,"R$ 70,00",Lucas,Figueiredo,M
HL1918,Peixes,25,2020-01-13,Passaré,"R$ 15,00",Beatriz,Abraçado,F
HL1148,Camarão,20,2020-01-13,Sabiaguaba,"R$ 28,00",Milena,Bernhardt,F
HL9962,Mexilhões,5,2020-01-14,Vila Velha,"R$ 20,00",Viviane,Leite,F
HL2714,Camarão,20,2020-01-14,Siqueira,"R$ 60,00",Raíssa,Garcia,F
HL1918,Peixes,15,2020-01-14,Pici,"R$ 15,00",Patrícia,Rodrigues,F
HL1148,Carangueijo,20,2020-01-14,Itaoca,"R$ 45,00",Rafaela,Macckione,F
HL4379,Carangueijo,5,2020-01-14,Floresta,"R$ 45,00",Lucas,Cavalcanti,M
HL1918,Camarão,25,2020-01-14,Sapiranga,"R$ 60,00",Guilherme,Nunes,M
HL1918,Mexilhões,15,2020-01-14,Henrique Jorge,"R$ 20,00",Alon,Coutinho,M
HL1918,Camarão,20,2020-01-14,Passaré,"R$ 60,00",Mariana,Guedes,F
HL9962,Camarão,15,2020-01-14,Cidade 2000,"R$ 28,00",Carolina,Alves,F
HL2714,Camarão,5,2020-01-14,Planalto Ayrton Senna,"R$ 60,00",Gustavo,Fanara,M
HL4379,Camarão,20,2020-01-14,Siqueira,"R$ 28,00",Katharina,Johnson,F
HL4379,Mexilhões,10,2020-01-14,Messejana,"R$ 20,00",Priscila,Pestana,F
HL7348,Mexilhões,10,2020-01-14,Barra do Ceará,"R$ 20,00",Lucas,Veloso,M
HL1918,Ostras,5,2020-01-14,Passaré,"R$ 70,00",Carlos,Garcia,M
HL1918,Peixes,10,2020-01-14,Prefeito José Walter,"R$ 15,00",Raphael,Marinho,M
HL7348,Camarão,25,2020-01-14,Passaré,"R$ 28,00",Giovana,Pereira,F
HL1918,Mexilhões,5,2020-01-14,Vicente Pinzon,"R$ 20,00",Raphael,Lopes,M
HL2714,Polvo,25,2020-01-14,Edson Queiroz,"R$ 55,00",Gabriela,Silva,F
HL4379,Carangueijo,20,2020-01-14,Cajazeiras,"R$ 45,00",Matheus,Xavier,M
HL7348,Mexilhões,15,2020-01-14,Mondubim,"R$ 20,00",João,Lima,M
HL8851,Ostras,5,2020-01-14,Sapiranga,"R$ 70,00",Sylvio,Rosa,M
HL1918,Ostras,10,2020-01-14,São Bento,"R$ 70,00",Dandara,Assis,F
HL8851,Carangueijo,20,2020-01-14,Joaquim Távora,"R$ 45,00",Cézar,Ribeiro,M
HL4379,Camarão,15,2020-01-15,Granja Portugal,"R$ 28,00",Rafael,Almeida,M
HL4379,Peixes,10,2020-01-15,Sabiaguaba,"R$ 15,00",Carolina,Silva,F
HL8851,Camarão,5,2020-01-15,Parque Santa Maria,"R$ 60,00",Manuela,Castro,F
HL4379,Polvo,5,2020-01-15,Pici,"R$ 55,00",Guido,Wanderley,M
HL8851,Peixes,5,2020-01-15,Bonsucesso,"R$ 15,00",Matheus,Baptista,M
HL1918,Camarão,25,2020-01-15,Conjunto Ceará,"R$ 60,00",Julia,Souza,F
HL2714,Ostras,25,2020-01-15,Farias Brito,"R$ 70,00",Jônatas,Campista,M
HL2714,Mexilhões,5,2020-01-15,Parque Dois Irmãos,"R$ 20,00",Elaine,Braga,F
HL4379,Peixes,20,2020-01-15,Damas,"R$ 15,00",Silvio,Almeida,M
HL7348,Peixes,15,2020-01-15,Jardim Guanabara,"R$ 15,00",Juan,Figueiredo,M
HL1148,Polvo,10,2020-01-15,Siqueira,"R$ 55,00",Luiza,Pereira,F
HL1918,Polvo,5,2020-01-15,Parangaba,"R$ 55,00",Bruno,Alcoforado,M
HL1918,Mexilhões,5,2020-01-15,Farias Brito,"R$ 20,00",Rilson,Silva,M
HL1918,Mexilhões,5,2020-01-15,Cambeba,"R$ 20,00",Daniel,Dantas,M
HL4379,Camarão,5,2020-01-15,Aldeota,"R$ 28,00",Matheus,Derossi,M
HL8851,Camarão,20,2020-01-15,Demócrito Rocha,"R$ 60,00",Guilherme,Leal,M
HL8851,Camarão,15,2020-01-15,Henrique Jorge,"R$ 28,00",Andressa,Melo,F
HL1148,Camarão,25,2020-01-15,Mondubim,"R$ 60,00",Victor,Netto,M
HL1918,Peixes,20,2020-01-15,Jardim das Oliveiras,"R$ 15,00",Allan,Fernandes,M
HL4379,Carangueijo,15,2020-01-15,Mondubim,"R$ 45,00",Lucas,Medronho,M
HL8851,Carangueijo,15,2020-01-15,Jardim Guanabara,"R$ 45,00",Ulisses,Barbosa,M
HL8851,Peixes,10,2020-01-15,Itaoca,"R$ 15,00",Juan,Pessanha,M
HL4379,Camarão,15,2020-01-15,Pedras,"R$ 28,00",Karine,Silveira,F
HL4379,Polvo,10,2020-01-15,Ancuri,"R$ 55,00",Eduardo,Soares,M
HL1918,Carangueijo,25,2020-01-15,Vila Velha,"R$ 45,00",Pedro,Porto,M
HL8851,Mexilhões,15,2020-01-15,Henrique Jorge,"R$ 20,00",Priscila,Ferman,F
HL4379,Mexilhões,10,2020-01-15,Barroso,"R$ 20,00",Matheus,Passos,M
HL8851,Camarão,15,2020-01-15,Centro,"R$ 28,00",Maria,Carneiro,F
HL4379,Carangueijo,15,2020-01-15,Montese,"R$ 45,00",Jessica,Santos,F
HL9962,Carangueijo,25,2020-01-16,Sapiranga,"R$ 45,00",Camilla,Silva,F
HL7348,Peixes,5,2020-01-16,Conjunto Esperança,"R$ 15,00",Lucas,Chagas,M
HL8851,Mexilhões,10,2020-01-16,Parque Santa Maria,"R$ 20,00",Lucas,Rodrigues,M
HL4379,Ostras,15,2020-01-16,João XXIII,"R$ 70,00",Luiza,Souza,F
HL8851,Ostras,20,2020-01-16,São Bento,"R$ 70,00",Thales,Figueiredo,M
HL1918,Mexilhões,5,2020-01-16,Amadeu Furtado,"R$ 20,00",Vitor,Andrade,M
HL1918,Mexilhões,20,2020-01-16,Centro,"R$ 20,00",Jackson,Silveira,M
HL1918,Camarão,5,2020-01-16,Conjunto Ceará,"R$ 28,00",Julia,Garcia,F
HL4379,Camarão,20,2020-01-16,Quintino Cunha,"R$ 28,00",Gabriel,Bôas,M
HL1918,Peixes,25,2020-01-16,Aldeota,"R$ 15,00",João,Silva,M
HL1918,Camarão,20,2020-01-16,Cidade dos Funcionários,"R$ 28,00",Marcela,Filho,F
HL8851,Carangueijo,20,2020-01-16,Manuel Sátiro,"R$ 45,00",Giovanna,Carvalho,F
HL7348,Camarão,15,2020-01-16,Centro,"R$ 60,00",Lucas,Marins,M
HL4379,Camarão,10,2020-01-16,Parque Iracema,"R$ 60,00",Fillipe,Delgado,M
HL9962,Camarão,10,2020-01-16,Montese,"R$ 60,00",Rafael,Jorge,M
HL1918,Polvo,10,2020-01-16,Centro,"R$ 55,00",Tadeu,Tatsch,M
HL1918,Mexilhões,20,2020-01-16,Jardim das Oliveiras,"R$ 20,00",Anderson,Caputo,M
HL1148,Mexilhões,25,2020-01-16,Conjunto Esperança,"R$ 20,00",Mariana,Cardoso,F
HL8851,Polvo,15,2020-01-16,Sapiranga,"R$ 55,00",Bárbara,Portela,M
HL4379,Mexilhões,20,2020-01-16,Varjota,"R$ 20,00",Mateus,Nunes,M
HL9962,Ostras,20,2020-01-16,Lagoa Redonda,"R$ 70,00",Paula,Bruno,F
HL2714,Camarão,20,2020-01-16,Siqueira,"R$ 60,00",Daniel,Júnior,M
HL4379,Polvo,25,2020-01-16,Damas,"R$ 55,00",Henrique,Xavier,M
HL8851,Mexilhões,5,2020-01-16,Messejana,"R$ 20,00",Diogo,Baptista,M
HL7348,Carangueijo,15,2020-01-16,Cocó,"R$ 45,00",Ruan,Silva,M
HL4379,Ostras,25,2020-01-16,Cambeba,"R$ 70,00",Jéssica,Rodrigues,F
HL1918,Camarão,10,2020-01-16,Engenheiro Luciano Cavalcante,"R$ 28,00",Caroll,Coelho,F
HL2714,Carangueijo,10,2020-01-16,Barroso,"R$ 45,00",Guilherme,Portela,M
HL1918,Camarão,5,2020-01-17,Patriolino Ribeiro,"R$ 28,00",Camilla,Costa,F
HL4379,Camarão,25,2020-01-17,Novo Mondubim,"R$ 28,00",Rebeca,Barros,F
HL1148,Camarão,25,2020-01-17,Edson Queiroz,"R$ 60,00",Adriane,Araujo,F
HL7348,Polvo,25,2020-01-17,Centro,"R$ 55,00",Caio,Costa,M
HL4379,Mexilhões,20,2020-01-17,Montese,"R$ 20,00",Gustavo,Freitas,M
HL1918,Ostras,25,2020-01-17,Edson Queiroz,"R$ 70,00",Wilson,Velucci,M
HL8851,Polvo,10,2020-01-17,Paupina,"R$ 55,00",Breno,Caldas,M
HL1148,Polvo,5,2020-01-17,Novo Mondubim,"R$ 55,00",Vitor,Fernandes,M
HL4379,Ostras,10,2020-01-17,Aldeota,"R$ 70,00",Clarissa,Junqueira,F
HL8851,Peixes,10,2020-01-17,Pici,"R$ 15,00",Lucas,Rodrigues,M
HL1148,Camarão,20,2020-01-17,Jardim América,"R$ 28,00",Maria,Rodrigues,F
HL2714,Mexilhões,10,2020-01-17,Siqueira,"R$ 20,00",Natália,Oliveira,F
HL7348,Carangueijo,20,2020-01-17,Boa Vista,"R$ 45,00",Pedro,Vilela,M
HL2714,Polvo,15,2020-01-17,Vicente Pinzon,"R$ 55,00",Ravena,Rotolo,F
HL8851,Polvo,10,2020-01-17,Parquelândia,"R$ 55,00",Pedro,Rocha,M
HL1918,Polvo,25,2020-01-17,Granja Portugal,"R$ 55,00",Marcelo,Lacerda,M
HL1148,Carangueijo,25,2020-01-17,Jardim Iracema,"R$ 45,00",Livia,Cavalcanti,F
HL4379,Mexilhões,25,2020-01-17,Cocó,"R$ 20,00",Henrique,Piero,M
HL1148,Peixes,15,2020-01-17,Lagoa Redonda,"R$ 15,00",Rachel,Assis,F
HL4379,Camarão,5,2020-01-17,Parangaba,"R$ 28,00",Yasmim,Santos,F
HL1918,Peixes,20,2020-01-17,Floresta,"R$ 15,00",Ulisses,Conceição,M
HL4379,Mexilhões,15,2020-01-17,Sabiaguaba,"R$ 20,00",Maria,Procaci,F
HL7348,Carangueijo,10,2020-01-17,Canindezinho,"R$ 45,00",Andre,Cavalcanti,M
HL1148,Camarão,20,2020-01-18,Jacarecanga,"R$ 28,00",Isabel,Junior,F
HL1918,Camarão,20,2020-01-18,Passaré,"R$ 60,00",Maria,Moura,F
HL8851,Mexilhões,25,2020-01-18,Carlito Pamplona,"R$ 20,00",Luiza,Motta,F
HL2714,Peixes,20,2020-01-18,Patriolino Ribeiro,"R$ 15,00",Vanessa,Silva,F
HL4379,Peixes,15,2020-01-18,Bonsucesso,"R$ 15,00",Rogério,Bernhardt,M
HL1148,Camarão,10,2020-01-18,Barroso,"R$ 28,00",Bruno,Silva,M
HL7348,Mexilhões,25,2020-01-18,Jacarecanga,"R$ 20,00",Larissa,Barrozo,F
HL8851,Ostras,5,2020-01-18,Parque Dois Irmãos,"R$ 70,00",Fernanda,Coelho,F
HL4379,Camarão,25,2020-01-18,Quintino Cunha,"R$ 60,00",Rafael,Fahrnholz,M
HL4379,Camarão,5,2020-01-18,Barra do Ceará,"R$ 28,00",Amanda,Silva,F
HL4379,Polvo,10,2020-01-18,Bom Jardim,"R$ 55,00",Lucas,Montanholi,M
HL1148,Camarão,20,2020-01-18,Parangaba,"R$ 28,00",Luis,Zakhm,F
HL4379,Peixes,10,2020-01-18,Álvaro Weyne,"R$ 15,00",Brenno,Monte,M
HL9962,Peixes,10,2020-01-18,Henrique Jorge,"R$ 15,00",Sthefeson,Alves,M
HL1918,Mexilhões,25,2020-01-18,Passaré,"R$ 20,00",Lucas,Moreira,M
HL1918,Camarão,20,2020-01-18,Itaperi,"R$ 28,00",Daniela,Erthal,F
HL4379,Ostras,10,2020-01-18,Barra do Ceará,"R$ 70,00",Adriane,Chou,F
HL4379,Camarão,20,2020-01-18,Parque Genibaú,"R$ 60,00",Luis,Cruz,F
HL7348,Mexilhões,20,2020-01-18,Passaré,"R$ 20,00",Alon,Fraga,M
HL4379,Polvo,25,2020-01-18,Vicente Pinzon,"R$ 55,00",Giovana,Lima,F
HL8851,Camarão,15,2020-01-18,Bela Vista,"R$ 28,00",Lázaro,Rocha,M
HL4379,Carangueijo,5,2020-01-18,Antônio Diogo,"R$ 45,00",Bruna,Rotolo,F
HL8851,Carangueijo,5,2020-01-18,Bonsucesso,"R$ 45,00",Cícero,Salomão,M
HL1918,Camarão,5,2020-01-18,Novo Mondubim,"R$ 60,00",Chan,Kurtz,F
HL8851,Ostras,20,2020-01-18,Vila Velha,"R$ 70,00",Lívia,Ribeiro,F
HL8851,Ostras,20,2020-01-18,Papicu,"R$ 70,00",Nina,Costa,F
HL8851,Camarão,15,2020-01-18,Pedras,"R$ 60,00",Marianna,Silva,F
HL8851,Carangueijo,5,2020-01-18,Bonsucesso,"R$ 45,00",Gabriela,Carvalho,F
HL1148,Peixes,25,2020-01-18,Siqueira,"R$ 15,00",Lucas,Thome,M
HL4379,Polvo,5,2020-01-18,Prefeito José Walter,"R$ 55,00",Raul,Silva,M
HL1148,Carangueijo,15,2020-01-18,Messejana,"R$ 45,00",Diego,Salomão,M
HL7348,Camarão,15,2020-01-18,Floresta,"R$ 28,00",Thiago,Carneiro,M
HL7348,Peixes,25,2020-01-19,Parque Dois Irmãos,"R$ 15,00",Luana,Santos,F
HL1918,Peixes,5,2020-01-19,Messejana,"R$ 15,00",Lucas,Soares,M
HL8851,Carangueijo,10,2020-01-19,Granja Portugal,"R$ 45,00",Bruno,Botelho,M
HL1148,Camarão,5,2020-01-19,Patriolino Ribeiro,"R$ 28,00",Gustavo,Silva,M
HL4379,Mexilhões,5,2020-01-19,São Gerardo,"R$ 20,00",Guilherme,Marques,M
HL9962,Carangueijo,20,2020-01-19,Edson Queiroz,"R$ 45,00",Ulisses,Coutinho,M
HL1148,Camarão,20,2020-01-19,Serrinha,"R$ 28,00",Gabriel,Júnior,M
HL4379,Camarão,5,2020-01-19,Itaoca,"R$ 28,00",Pedro,Mesquita,M
HL2714,Camarão,15,2020-01-19,Novo Mondubim,"R$ 60,00",Kimberly,Ronfini,F
HL8851,Camarão,15,2020-01-19,Siqueira,"R$ 60,00",Gabriel,Bach,M
HL1148,Camarão,10,2020-01-19,Engenheiro Luciano Cavalcante,"R$ 60,00",Douglas,Verly,M
HL9962,Peixes,15,2020-01-19,Bela Vista,"R$ 15,00",Danilo,Montanholi,M
HL2714,Ostras,10,2020-01-19,Henrique Jorge,"R$ 70,00",Gabriel,Lemos,M
HL1918,Mexilhões,15,2020-01-19,Siqueira,"R$ 20,00",Mariana,Cavalcanti,F
HL1918,Camarão,10,2020-01-19,Vicente Pinzon,"R$ 60,00",Livia,Gomes,F
HL1918,Carangueijo,10,2020-01-19,Henrique Jorge,"R$ 45,00",Antônio,Correa,M
HL1918,Ostras,20,2020-01-19,Joaquim Távora,"R$ 70,00",Ana,Fernandes,F
HL8851,Mexilhões,10,2020-01-19,Granja Lisboa,"R$ 20,00",Jéssica,Cavalcanti,F
HL4379,Polvo,25,2020-01-19,Lagoa Redonda,"R$ 55,00",Lucas,Sena,M
HL2714,Polvo,25,2020-01-19,Passaré,"R$ 55,00",Juliana,Júnior,F
HL1918,Mexilhões,20,2020-01-19,Cambeba,"R$ 20,00",Priscila,Paulo,F
HL4379,Peixes,20,2020-01-19,Parque São José,"R$ 15,00",João,Ferreira,M
HL8851,Mexilhões,10,2020-01-19,Patriolino Ribeiro,"R$ 20,00",Pedro,Cormack,M
HL9962,Carangueijo,25,2020-01-19,Aldeota,"R$ 45,00",Amanda,Mendes,F
HL4379,Camarão,10,2020-01-19,Sabiaguaba,"R$ 60,00",Mônica,Santos,F
HL8851,Carangueijo,5,2020-01-19,Damas,"R$ 45,00",Guilherme,Resinente,M
HL4379,Peixes,25,2020-01-20,Antônio Diogo,"R$ 15,00",Isabela,Campos,F
HL4379,Polvo,10,2020-01-20,Boa Vista,"R$ 55,00",Bernardo,Silva,M
HL1148,Peixes,10,2020-01-20,Quintino Cunha,"R$ 15,00",Fabio,Veloso,M
HL1918,Peixes,10,2020-01-20,Conjunto Palmeiras,"R$ 15,00",Pedro,Correa,M
HL9962,Peixes,20,2020-01-20,Jardim Guanabara,"R$ 15,00",Luíza,Feio,F
HL4379,Camarão,5,2020-01-20,Álvaro Weyne,"R$ 60,00",Marina,Ramos,F
HL7348,Peixes,25,2020-01-20,Parangaba,"R$ 15,00",Caio,Lima,M
HL1918,Camarão,10,2020-01-20,Prefeito José Walter,"R$ 60,00",Marina,Aquino,F
HL1918,Camarão,5,2020-01-20,Padre Andrade,"R$ 28,00",Thales,Montanholi,M
HL1918,Camarão,15,2020-01-20,Jardim das Oliveiras,"R$ 60,00",Luiza,Costa,F
HL1918,Polvo,15,2020-01-20,Dionisio Torres,"R$ 55,00",Guido,Guimarães,M
HL1918,Camarão,5,2020-01-20,Rodolfo Teófilo,"R$ 28,00",Paola,Arruda,F
HL7348,Camarão,5,2020-01-20,Damas,"R$ 60,00",Daniel,Stefanelli,M
HL1918,Ostras,10,2020-01-20,Jangurussu,"R$ 70,00",Marina,Rodrigues,F
HL7348,Camarão,20,2020-01-20,Jardim das Oliveiras,"R$ 60,00",Gustavo,Azevedo,M
HL4379,Carangueijo,20,2020-01-20,Siqueira,"R$ 45,00",Adriano,Lima,M
HL1918,Peixes,5,2020-01-20,Cambeba,"R$ 15,00",Thiago,Assis,M
HL4379,Carangueijo,10,2020-01-20,Serrinha,"R$ 45,00",Julia,Silva,F
HL7348,Camarão,25,2020-01-20,Floresta,"R$ 60,00",Eduardo,Gonçalves,M
HL1918,Camarão,25,2020-01-20,Lagoa Redonda,"R$ 28,00",Gustavo,Magalhães,M
HL8851,Polvo,15,2020-01-20,Granja Portugal,"R$ 55,00",Nicolas,Pereira,M
HL1918,Mexilhões,20,2020-01-20,Vila Velha,"R$ 20,00",Douglas,Assumpção,M
HL4379,Mexilhões,20,2020-01-20,Parreão,"R$ 20,00",Ana,Appel,F
HL1148,Mexilhões,10,2020-01-20,Aldeota,"R$ 20,00",Patrícia,Almeida,F
HL1918,Polvo,15,2020-01-20,Rodolfo Teófilo,"R$ 55,00",Willian,Guimarães,M
HL1918,Carangueijo,10,2020-01-20,Amadeu Furtado,"R$ 45,00",Pedro,Pereira,M
HL4379,Camarão,5,2020-01-20,Novo Mondubim,"R$ 28,00",Beatriz,Silveira,F
HL9962,Polvo,10,2020-01-20,Parque Dois Irmãos,"R$ 55,00",Amanda,Nucci,F
HL1918,Mexilhões,25,2020-01-21,Álvaro Weyne,"R$ 20,00",Chan,Almeida,F
HL1918,Camarão,5,2020-01-21,Cajazeiras,"R$ 60,00",Juliana,Moita,F
HL4379,Camarão,15,2020-01-21,Floresta,"R$ 28,00",Alvaro,Mesquita,M
HL8851,Camarão,10,2020-01-21,Vila Velha,"R$ 60,00",Priscila,Fernandes,F
HL4379,Peixes,20,2020-01-21,Passaré,"R$ 15,00",Leticia,Almeida,F
HL7348,Camarão,25,2020-01-21,Canindezinho,"R$ 60,00",Isabel,Gasperi,F
HL4379,Polvo,15,2020-01-21,Vila Peri,"R$ 55,00",Beatriz,Gasperi,F
HL9962,Camarão,20,2020-01-21,Prefeito José Walter,"R$ 60,00",Sthefeson,Ferezin,M
HL1148,Polvo,15,2020-01-21,Barra do Ceará,"R$ 55,00",Ruan,Oliveira,M
HL1148,Camarão,15,2020-01-21,Barra do Ceará,"R$ 28,00",Mariana,Silva,F
HL2714,Mexilhões,20,2020-01-21,Aldeota,"R$ 20,00",Nathalia,Lyra,F
HL1918,Camarão,25,2020-01-21,Siqueira,"R$ 60,00",Priscila,Gouvêa,F
HL4379,Carangueijo,20,2020-01-21,Jóquei Clube,"R$ 45,00",João,Guimarães,M
HL7348,Peixes,5,2020-01-21,Monte Castelo,"R$ 15,00",Isabela,Procaci,F
HL8851,Polvo,20,2020-01-21,Serrinha,"R$ 55,00",Eric,Junior,M
HL4379,Polvo,25,2020-01-21,Engenheiro Luciano Cavalcante,"R$ 55,00",Lucas,Correa,M
HL4379,Camarão,25,2020-01-21,Antônio Bezerra,"R$ 28,00",Sthefeson,Souza,M
HL8851,Camarão,5,2020-01-21,Pici,"R$ 60,00",Livia,Silva,F
HL1918,Peixes,10,2020-01-21,Engenheiro Luciano Cavalcante,"R$ 15,00",Diego,Firmino,M
HL1918,Mexilhões,15,2020-01-21,Joaquim Távora,"R$ 20,00",Diego,Borges,M
HL8851,Ostras,25,2020-01-21,Messejana,"R$ 70,00",Gabriel,Bernardes,M
HL1918,Mexilhões,20,2020-01-21,Messejana,"R$ 20,00",Livia,Pereira,F
HL4379,Mexilhões,15,2020-01-21,Aerolândia,"R$ 20,00",Amanda,Mendonça,F
HL1148,Ostras,10,2020-01-21,Antônio Diogo,"R$ 70,00",Thiago,Aquino,M
HL7348,Mexilhões,10,2020-01-21,Barra do Ceará,"R$ 20,00",Philipe,Barros,M
HL2714,Peixes,10,2020-01-21,Pici,"R$ 15,00",Bruna,Neves,F
HL1918,Camarão,5,2020-01-21,Antônio Diogo,"R$ 28,00",Bárbara,Garcia,M
HL4379,Ostras,20,2020-01-21,Siqueira,"R$ 70,00",Lucas,Vasconcelos,M
HL7348,Polvo,15,2020-01-21,Messejana,"R$ 55,00",Milena,Ribeiro,F
HL1918,Peixes,25,2020-01-21,Mondubim,"R$ 15,00",Bruno,Almeida,M
HL8851,Peixes,15,2020-01-22,Barroso,"R$ 15,00",Wilson,Mazza,M
HL1918,Camarão,25,2020-01-22,Centro,"R$ 28,00",Leonardo,Cavalcanti,M
HL7348,Camarão,5,2020-01-22,Siqueira,"R$ 28,00",Tayla,Seixas,F
HL4379,Polvo,25,2020-01-22,Parque Dois Irmãos,"R$ 55,00",Thiago,Neto,M
HL2714,Camarão,5,2020-01-22,Parque Dois Irmãos,"R$ 60,00",Lucas,Galvão,M
HL1148,Mexilhões,15,2020-01-22,Patriolino Ribeiro,"R$ 20,00",Carolina,Mattos,F
HL9962,Peixes,15,2020-01-22,Cidade 2000,"R$ 15,00",Jônatas,Araujo,M
HL9962,Carangueijo,5,2020-01-22,Dionisio Torres,"R$ 45,00",Jessica,Erthal,F
HL8851,Ostras,5,2020-01-22,Vila Velha,"R$ 70,00",Mateus,Ribeiro,M
HL9962,Camarão,20,2020-01-22,Mondubim,"R$ 60,00",Maria,Codeceira,F
HL1918,Ostras,15,2020-01-22,Antônio Bezerra,"R$ 70,00",Mariana,Johnson,F
